User_ID,User_Age,User_Gender,User_State,Artisan_State,Request_Date_Time,Artisan_ID,Skill_Type,Artisan_Age,Scheduling_Preference,Premium_Service,Payment_Method,Availability,Popularity,User_Rating,Artisan_Rating,Successful,Artisan_Name,User_Local_Government_Area,Artisan_Local_Government_Area,,Artisan_Gender
U8015,45,Male,Niger,Niger,2023-05-26 20:41:25,Chi-8016,Furniture Maker,50,Advance,No,Online Payment,Available,Low,1.122261465,1.679846408,Yes,Chinonso Okoye,Mashegu,Mashegu,,Male
U8016,68,Male,Akwa Ibom,Akwa Ibom,2023-05-26 21:07:37,Ali-8017,Carpenter,32,Advance,Yes,Online Payment,Available,Medium,2.012724612,3.060994725,Yes,Aliyu Umar,Ika,Ika,,Male
U8017,48,Male,Kwara,Kwara,2023-05-26 21:33:50,Olu-8018,Plumber,69,Advance,No,Card,Available,High,1.799427299,3.580817046,No,Olufemi Ajayi,Moro,Moro,,Male
U8018,48,Male,Edo,Edo,2023-05-26 22:00:03,Chu-8019,Photographer,55,Advance,No,Online Payment,Available,Low,4.571529741,1.078575416,Yes,Chukwudi Nwankwo,Egor,Egor,,Male
U8019,36,Female,Ebonyi,Ebonyi,2023-05-26 22:26:15,Olu-8020,Interior Decorator,45,On-Demand,No,Card,Available,High,3.271013255,2.500767828,Yes,Olufemi Ogunlana,Ishielu,Ishielu,,Male
U8020,55,Male,Jigawa,Jigawa,2023-05-26 22:52:28,Ade-8021,Shoe Cobbler,66,On-Demand,No,Online Payment,Available,Low,3.200075943,4.657359965,No,Adetokunbo Ogunleye,Gwiwa,Gwiwa,,Male
U8021,59,Male,Zamfara,Zamfara,2023-05-26 23:18:40,Uma-8022,Carpenter,57,On-Demand,Yes,Card,Available,Medium,3.777879264,2.39751631,No,Umar Muhammad,Tsafe,Tsafe,,Male
U8022,29,Male,Kaduna,Kaduna,2023-05-26 23:44:53,Hau-8023,Graphic Designer,57,On-Demand,Yes,Cash,Available,Medium,4.679754359,2.102921807,Yes,Hauwa Abubakar,Kaduna North,Kaduna North,,Female
U8023,38,Male,Kwara,Kwara,2023-05-27 0:11:05,Uma-8024,Furniture Maker,27,On-Demand,No,Card,Available,High,1.18237616,1.850016145,Yes,Umar Sani,Ilorin East,Ilorin East,,Male
U8024,19,Male,Ebonyi,Ebonyi,2023-05-27 0:37:18,Yus-8025,Mechanic,61,Advance,No,Card,Available,High,2.547868923,4.976548716,Yes,Yusuf Umar,Ohaozara,Ohaozara,,Male
U8025,67,Male,Nasarawa,Nasarawa,2023-05-27 1:03:30,Chi-8026,Interior Decorator,19,On-Demand,No,Cash,Available,Low,2.970035264,2.463792357,No,Chizoba Okeke,Toto,Toto,,Female
U8026,61,Male,Kwara,Kwara,2023-05-27 1:29:43,Uch-8027,Tailor,22,On-Demand,No,Card,Available,High,2.854333554,4.467669822,No,Uchechi Okafor,Oyun,Oyun,,Female
U8027,53,Female,Benue,Benue,2023-05-27 1:55:56,Olu-8028,Mechanic,38,Advance,Yes,Online Payment,Available,Medium,1.03612955,1.216859298,No,Oluwatobi Ogunlana,Gwer East,Gwer East,,Male
U8028,25,Female,Anambra,Anambra,2023-05-27 2:22:08,Abu-8029,Event Planner,65,Advance,Yes,Online Payment,Available,Medium,1.873551397,2.683351134,No,Abubakar Hassan,Awka South,Awka South,,Male
U8029,51,Male,Katsina,Katsina,2023-05-27 2:48:21,Bab-8030,Graphic Designer,36,Advance,Yes,Cash,Available,Medium,4.382856175,1.834418526,Yes,Babatunde Adeyemi,Kankara,Kankara,,Male
U8030,25,Female,Plateau,Plateau,2023-05-27 3:14:33,Uch-8031,Makeup Artist,68,On-Demand,No,Card,Available,Medium,1.56568716,3.980289612,Yes,Uchechi Eze,Langtang North,Langtang North,,Female
U8031,51,Female,Cross River,Cross River,2023-05-27 3:40:46,Chi-8032,Shoe Cobbler,35,Advance,Yes,Cash,Available,High,2.107561537,1.525967132,No,Chidinma Nwankwo,Akpabuyo,Akpabuyo,,Female
U8032,46,Male,Niger,Niger,2023-05-27 4:06:58,Uma-8033,Furniture Maker,53,Advance,No,Card,Available,Low,4.231497063,4.120717373,No,Umar Umar,Pailoro,Pailoro,,Male
U8033,22,Male,Yobe,Yobe,2023-05-27 4:33:11,Bab-8034,Tailor,18,Advance,No,Online Payment,Available,Low,2.761885041,3.475896195,Yes,Babatunde Olawale,Bade,Bade,,Male
U8034,37,Female,Rivers,Rivers,2023-05-27 4:59:23,Olu-8035,Graphic Designer,54,On-Demand,Yes,Card,Available,Low,1.488234255,1.192890923,No,Olufemi Ajayi,Tai,Tai,,Male
U8035,36,Male,Kaduna,Kaduna,2023-05-27 5:25:36,Ais-8036,Barber,51,Advance,Yes,Online Payment,Available,Medium,1.03686965,4.682137976,No,Aisha Muhammad,Kaduna South,Kaduna South,,Female
U8036,56,Female,Borno,Borno,2023-05-27 5:51:49,Ife-8037,Electrician,51,On-Demand,Yes,Card,Available,High,1.906353458,4.579798872,Yes,Ifeoma Onyeka,Kukawa,Kukawa,,Female
U8037,68,Female,Gombe,Gombe,2023-05-27 6:18:01,Nne-8038,Caterer,62,On-Demand,No,Cash,Available,Medium,1.915366645,1.513886958,Yes,Nneka Okoye,Shomgom,Shomgom,,Female
U8038,36,Female,Jigawa,Jigawa,2023-05-27 6:44:14,Olu-8039,Hairdresser,54,Advance,Yes,Card,Available,High,2.555073533,3.214621738,No,Oluwaseun Ogunleye,Auyo,Auyo,,Male
U8039,31,Female,Ekiti,Ekiti,2023-05-27 7:10:26,Olu-8040,Welder,48,Advance,Yes,Card,Available,Low,1.826037132,1.665207407,No,Oluwatobi Ajayi,Ekiti-West,Ekiti-West,,Male
U8040,24,Female,Borno,Borno,2023-05-27 7:36:39,Olu-8041,Makeup Artist,24,Advance,No,Online Payment,Available,Low,1.639122944,3.335071483,No,Oluwaseun Ogunleye,Bama,Bama,,Male
U8041,31,Male,Edo,Edo,2023-05-27 8:02:51,Olu-8042,Event Planner,31,On-Demand,No,Card,Available,High,2.141394362,2.585476645,Yes,Oluwaseun Ogunleye,Ovia South-East,Ovia South-East,,Male
U8042,64,Female,Zamfara,Zamfara,2023-05-27 8:29:04,Yus-8043,Furniture Maker,48,Advance,Yes,Cash,Available,Medium,1.462981415,2.743851853,No,Yusuf Umar,Shinkafi,Shinkafi,,Male
U8043,43,Male,Oyo,Oyo,2023-05-27 8:55:16,Obi-8044,Painter,38,On-Demand,Yes,Online Payment,Available,High,2.543882788,4.108780076,No,Obinna Okeke,Oyo West,Oyo West,,Male
U8044,59,Male,Kogi,Kogi,2023-05-27 9:21:29,Ade-8045,Painter,36,On-Demand,Yes,Cash,Available,Medium,2.470533161,3.41193872,No,Adetokunbo Adegbola,Okehi,Okehi,,Male
U8045,18,Male,Kogi,Kogi,2023-05-27 9:47:42,Yus-8046,Mechanic,62,Advance,No,Online Payment,Available,High,4.399861163,3.695358823,Yes,Yusuf Abubakar,Ijumu,Ijumu,,Male
U8046,19,Female,Niger,Niger,2023-05-27 10:13:54,Olu-8047,Gardener,20,Advance,Yes,Cash,Available,High,3.405546307,2.992855282,Yes,Oluwakemi Ogunlana,Shiroro,Shiroro,,Female
U8047,23,Female,Ondo,Ondo,2023-05-27 10:40:07,Uma-8048,Dressmaker,41,On-Demand,Yes,Cash,Available,High,1.578142556,4.85990274,No,Umar Yusuf,Ese-Odo,Ese-Odo,,Male
U8048,63,Male,Ondo,Ondo,2023-05-27 11:06:19,Olu-8049,Photographer,49,On-Demand,Yes,Online Payment,Available,High,4.862113006,4.381194374,No,Olumide Adegbola,Akure North,Akure North,,Male
U8049,67,Male,Ebonyi,Ebonyi,2023-05-27 11:32:32,Chi-8050,Dressmaker,19,On-Demand,Yes,Cash,Available,Low,3.537062374,4.535640961,No,Chizoba Okoye,lkwo,lkwo,,Female
U8050,51,Male,Nasarawa,Nasarawa,2023-05-27 11:58:44,Sad-8051,Mechanic,62,Advance,No,Cash,Available,High,2.935875017,3.343748857,No,Sadiya Abubakar,Obi,Obi,,Male
U8051,39,Female,Bayelsa,Bayelsa,2023-05-27 12:24:57,Chi-8052,Dressmaker,20,On-Demand,No,Card,Available,Medium,1.782691428,2.558499385,No,Chizoba Nwankwo,Southern Jaw,Southern Jaw,,Female
U8052,33,Female,Oyo,Oyo,2023-05-27 12:51:10,Olu-8053,Painter,44,On-Demand,Yes,Card,Available,Low,2.753699659,3.392346437,Yes,Oluwaseun Adegbola,Iwajowa,Iwajowa,,Male
U8053,19,Female,Benue,Benue,2023-05-27 13:17:22,Olu-8054,Electrician,61,On-Demand,Yes,Cash,Available,Low,2.08400948,3.865976113,Yes,Olufemi Adeyemi,Agatu,Agatu,,Male
U8054,34,Male,Ondo,Ondo,2023-05-27 13:43:35,Ais-8055,Shoe Cobbler,33,Advance,Yes,Card,Available,High,1.334247607,3.432747776,Yes,Aisha Ali,Akure South,Akure South,,Female
U8055,47,Female,Adamawa,Adamawa,2023-05-27 14:09:47,Chi-8056,Carpenter,46,Advance,No,Online Payment,Available,High,3.789223289,4.741203817,No,Chizoba Eze,Mubi North,Mubi North,,Female
U8056,31,Female,Adamawa,Adamawa,2023-05-27 14:36:00,Fat-8057,Electrician,62,On-Demand,Yes,Card,Available,High,2.241035335,2.209604029,No,Fatima Ali,Fufore,Fufore,,Female
U8057,52,Male,Bauchi,Bauchi,2023-05-27 15:02:12,Yus-8058,Carpenter,46,On-Demand,Yes,Card,Available,Medium,4.211963246,3.694624709,Yes,Yusuf Umar,Tafawa-Balewa,Tafawa-Balewa,,Male
U8058,68,Male,Bayelsa,Bayelsa,2023-05-27 15:28:25,Yus-8059,Shoe Cobbler,62,On-Demand,No,Cash,Available,High,3.223857556,1.990483415,Yes,Yusuf Sani,Yenegoa,Yenegoa,,Male
U8059,19,Female,Kano,Kano,2023-05-27 15:54:37,Chi-8060,Hairdresser,64,On-Demand,No,Online Payment,Available,Medium,3.030259387,4.517370444,No,Chizoba Okoye,Bichi,Bichi,,Female
U8060,45,Female,Delta,Delta,2023-05-27 16:20:50,Chi-8061,Photographer,63,On-Demand,Yes,Online Payment,Available,Low,3.153801443,2.537950069,Yes,Chinonso Onyeka,Oshimili North,Oshimili North,,Male
U8061,67,Male,Edo,Edo,2023-05-27 16:47:03,Nne-8062,Tiler,70,Advance,No,Card,Available,Low,1.71778403,2.572592309,No,Nneka Okeke,Egor,Egor,,Female
U8062,43,Male,Oyo,Oyo,2023-05-27 17:13:15,Fat-8063,Hairdresser,28,Advance,Yes,Online Payment,Available,High,4.783846004,1.949547419,Yes,Fatima Abubakar,Itesiwaju,Itesiwaju,,Female
U8063,50,Male,Edo,Edo,2023-05-27 17:39:28,Uma-8064,Caterer,52,Advance,Yes,Card,Available,Medium,1.549975024,2.462681175,Yes,Umar Sani,Central,Central,,Male
U8064,59,Female,Jigawa,Jigawa,2023-05-27 18:05:40,Chi-8065,Hairdresser,67,On-Demand,No,Cash,Available,Medium,3.005029197,3.242095687,No,Chidinma Ibe,Buji,Buji,,Female
U8065,49,Female,Niger,Niger,2023-05-27 18:31:53,Ali-8066,Mechanic,52,Advance,Yes,Card,Available,Low,2.810095818,2.840899024,No,Aliyu Sani,Wushishi,Wushishi,,Male
U8066,33,Male,Katsina,Katsina,2023-05-27 18:58:05,Olu-8067,Mechanic,29,On-Demand,Yes,Online Payment,Available,High,1.831243033,4.288428981,No,Olufemi Adegbola,Dutsi,Dutsi,,Male
U8067,70,Female,Ekiti,Ekiti,2023-05-27 19:24:18,Yus-8068,Dressmaker,21,On-Demand,No,Card,Available,Low,2.325725761,4.128458853,Yes,Yusuf Ibrahim,Oye,Oye,,Male
U8068,36,Male,Oyo,Oyo,2023-05-27 19:50:30,Yus-8069,Tiler,36,Advance,No,Cash,Available,Low,2.560996751,1.960046038,No,Yusuf Sani,Saki East,Saki East,,Male
U8069,70,Male,Niger,Niger,2023-05-27 20:16:43,Olu-8070,Tailor,41,On-Demand,Yes,Cash,Available,Low,4.461595939,4.48164458,Yes,Oluwakemi Adebiyi,Agwara,Agwara,,Female
U8070,42,Female,Enugu,Enugu,2023-05-27 20:42:56,Chi-8071,Graphic Designer,24,Advance,No,Card,Available,Low,3.536602781,2.744264532,Yes,Chidinma Eze,Udi Agwu,Udi Agwu,,Female
U8071,40,Male,Jigawa,Jigawa,2023-05-27 21:09:08,Olu-8072,Barber,47,On-Demand,No,Online Payment,Available,Low,3.707727686,1.221727765,Yes,Oluwakemi Ogunlana,Babura,Babura,,Female
U8072,18,Female,Zamfara,Zamfara,2023-05-27 21:35:21,Uma-8073,Caterer,61,Advance,Yes,Cash,Available,Medium,4.721487396,2.070037642,No,Umar Yusuf,Namoda,Namoda,,Male
U8073,61,Female,Kogi,Kogi,2023-05-27 22:01:33,Uch-8074,Shoe Cobbler,51,On-Demand,No,Card,Available,Low,3.079586499,3.147637708,No,Uchechi Okeke,Kogi,Kogi,,Female
U8074,39,Female,Benue,Benue,2023-05-27 22:27:46,Olu-8075,Dressmaker,33,On-Demand,Yes,Cash,Available,Medium,1.009539612,4.407293244,No,Olufemi Ogunleye,Obi,Obi,,Male
U8075,58,Male,Kogi,Kogi,2023-05-27 22:53:58,Chi-8076,Graphic Designer,68,Advance,Yes,Online Payment,Available,Low,4.62899477,2.190344866,Yes,Chinonso Okoye,Dekina,Dekina,,Male
U8076,18,Male,Taraba,Taraba,2023-05-27 23:20:11,Ife-8077,Tiler,38,On-Demand,No,Card,Available,High,1.121508485,2.02760059,Yes,Ifeoma Okoye,Bali,Bali,,Female
U8077,44,Female,Akwa Ibom,Akwa Ibom,2023-05-27 23:46:23,Hau-8078,Tiler,69,On-Demand,Yes,Online Payment,Available,Medium,2.923087265,3.827686493,No,Hauwa Hassan,Ibiono Ibom,Ibiono Ibom,,Female
U8078,33,Male,Ondo,Ondo,2023-05-28 0:12:36,Ali-8079,Electrician,28,Advance,Yes,Online Payment,Available,Medium,1.37194894,1.809861628,No,Aliyu Muhammad,Ifedore,Ifedore,,Male
U8079,33,Female,Plateau,Plateau,2023-05-28 0:38:49,Olu-8080,Caterer,69,Advance,Yes,Cash,Available,Medium,1.307187778,3.060615498,No,Oluwaseun Ojo,Kanke,Kanke,,Male
U8080,60,Female,Borno,Borno,2023-05-28 1:05:01,Ali-8081,Interior Decorator,19,Advance,Yes,Card,Available,Medium,2.791090251,1.953988394,No,Aliyu Yusuf,Mobbar,Mobbar,,Male
U8081,57,Female,Zamfara,Zamfara,2023-05-28 1:31:14,Chi-8082,Tiler,65,Advance,No,Cash,Available,Medium,4.334398224,1.690532352,Yes,Chidinma Okafor,Bungudu,Bungudu,,Female
U8082,67,Female,Benue,Benue,2023-05-28 1:57:26,Olu-8083,Painter,47,Advance,No,Cash,Available,Medium,3.862819613,3.576986554,Yes,Oluwaseun Adebiyi,Tarka,Tarka,,Male
U8083,39,Female,Enugu,Enugu,2023-05-28 2:23:39,Ali-8084,Interior Decorator,28,Advance,Yes,Card,Available,Medium,4.239303978,2.011106905,No,Aliyu Yusuf,Isi-Uzo,Isi-Uzo,,Male
U8084,62,Female,Edo,Edo,2023-05-28 2:49:51,Ife-8085,Tiler,46,On-Demand,No,Online Payment,Available,Low,4.284221295,4.347358158,Yes,Ifeoma Okoye,Igueben,Igueben,,Female
U8085,64,Female,Cross River,Cross River,2023-05-28 3:16:04,Olu-8086,Interior Decorator,42,On-Demand,No,Card,Available,Medium,1.71946513,2.12116769,Yes,Oluwaseun Olawale,Ogoja,Ogoja,,Male
U8086,54,Female,Adamawa,Adamawa,2023-05-28 3:42:17,Nne-8087,Tiler,41,Advance,No,Online Payment,Available,Medium,4.378748954,2.75111306,Yes,Nneka Nwankwo,Guyuk,Guyuk,,Female
U8087,25,Female,Kano,Kano,2023-05-28 4:08:29,Olu-8088,Tiler,27,On-Demand,Yes,Card,Available,Low,2.10147307,2.018726051,Yes,Olufemi Adebiyi,Dala,Dala,,Male
U8088,32,Male,Plateau,Plateau,2023-05-28 4:34:42,Chi-8089,Tiler,18,Advance,No,Card,Available,High,1.410251145,4.079702371,Yes,Chinonso Okoye,Jos South,Jos South,,Male
U8089,63,Male,Bauchi,Bauchi,2023-05-28 5:00:54,Olu-8090,Event Planner,45,Advance,Yes,Card,Available,Low,3.440111301,3.373731758,No,Oluwatoyin Ogunleye,Kirfi,Kirfi,,Female
U8090,45,Female,Abia,Abia,2023-05-28 5:27:07,Olu-8091,Graphic Designer,25,Advance,Yes,Online Payment,Available,High,1.629071574,1.388823048,No,Olumide Adegbola,Umuahia South,Umuahia South,,Male
U8091,22,Male,Imo,Imo,2023-05-28 5:53:19,Yus-8092,Mechanic,27,Advance,Yes,Online Payment,Available,Low,4.215793246,2.249894243,Yes,Yusuf Sani,Nwangele,Nwangele,,Male
U8092,67,Male,Ondo,Ondo,2023-05-28 6:19:32,Ais-8093,Gardener,62,Advance,No,Cash,Available,Low,3.721158149,1.326291148,No,Aisha Sani,Akoko South Akure East,Akoko South Akure East,,Female
U8093,27,Female,Kogi,Kogi,2023-05-28 6:45:44,Bab-8094,Plumber,36,On-Demand,No,Online Payment,Available,High,2.837554846,2.796804224,No,Babatunde Ojo,Ofu,Ofu,,Male
U8094,62,Male,Delta,Delta,2023-05-28 7:11:57,Ife-8095,Photographer,34,Advance,Yes,Online Payment,Available,Low,2.438196755,4.514644972,No,Ifeoma Okafor,Ughelli South,Ughelli South,,Female
U8095,45,Female,Enugu,Enugu,2023-05-28 7:38:10,Olu-8096,Tailor,23,On-Demand,No,Cash,Available,Medium,1.484116734,2.246670714,Yes,Oluwatoyin Ogunlana,Igbo-Eze South,Igbo-Eze South,,Female
U8096,61,Male,Gombe,Gombe,2023-05-28 8:04:22,Ade-8097,Barber,46,Advance,No,Cash,Available,Low,2.536484797,1.780855051,Yes,Adetokunbo Ogunleye,Billiri,Billiri,,Male
U8097,60,Male,Adamawa,Adamawa,2023-05-28 8:30:35,Yus-8098,Tailor,45,Advance,No,Card,Available,Medium,1.540885716,2.501607772,Yes,Yusuf Ibrahim,Demsa,Demsa,,Male
U8098,48,Female,Kebbi,Kebbi,2023-05-28 8:56:47,Sad-8099,Barber,18,Advance,No,Card,Available,Medium,4.40875697,3.616838389,Yes,Sadiya Hassan,Maiyama,Maiyama,,Male
U8099,42,Male,Taraba,Taraba,2023-05-28 9:23:00,Ife-8100,Electrician,58,On-Demand,No,Cash,Available,Medium,4.565219062,1.423841954,Yes,Ifeoma Okoye,Jalingo,Jalingo,,Female
U8100,58,Male,Borno,Borno,2023-05-28 9:49:12,Olu-8101,Shoe Cobbler,34,Advance,No,Cash,Available,Medium,4.232651375,4.552044313,No,Oluwatobi Ajayi,Mafa,Mafa,,Male
U8101,20,Female,Akwa Ibom,Akwa Ibom,2023-05-28 10:15:25,Uch-8102,Photographer,25,Advance,No,Online Payment,Available,Medium,3.578822643,2.931872654,Yes,Uchechi Okafor,Uyo,Uyo,,Female
U8102,21,Female,Osun,Osun,2023-05-28 10:41:37,Nne-8103,Plumber,60,On-Demand,No,Online Payment,Available,High,4.339118278,3.584959095,No,Nneka Nwankwo,Ila,Ila,,Female
U8103,70,Female,Ogun,Ogun,2023-05-28 11:07:50,Sad-8104,Furniture Maker,63,Advance,No,Online Payment,Available,High,1.685895865,3.192317012,Yes,Sadiya Muhammad,Yewa North,Yewa North,,Male
U8104,30,Female,Nasarawa,Nasarawa,2023-05-28 11:34:03,Olu-8105,Caterer,44,On-Demand,Yes,Cash,Available,Low,2.49228328,4.112623937,No,Oluwatobi Adegbola,Nasarawa,Nasarawa,,Male
U8105,57,Female,Cross River,Cross River,2023-05-28 12:00:15,Chu-8106,Gardener,57,Advance,Yes,Online Payment,Available,Medium,4.673157376,4.842523645,Yes,Chukwudi Eze,Bakassi,Bakassi,,Male
U8106,39,Male,Akwa Ibom,Akwa Ibom,2023-05-28 12:26:28,Olu-8107,Gardener,59,Advance,Yes,Card,Available,High,1.491467931,4.637569976,No,Oluwatoyin Ogunlana,Mbo,Mbo,,Female
U8107,35,Female,Borno,Borno,2023-05-28 12:52:40,Sad-8108,Makeup Artist,69,On-Demand,No,Card,Available,Medium,2.88337167,1.274456709,No,Sadiya Abubakar,Bama,Bama,,Male
U8108,25,Male,Jigawa,Jigawa,2023-05-28 13:18:53,Ife-8109,Plumber,68,Advance,Yes,Cash,Available,High,2.524365166,1.0750024,No,Ifeoma Onyeka,Gagarawa,Gagarawa,,Female
U8109,69,Female,Bayelsa,Bayelsa,2023-05-28 13:45:05,Fat-8110,Caterer,68,Advance,Yes,Cash,Available,Low,3.007362523,4.877408264,No,Fatima Abubakar,Yenegoa,Yenegoa,,Female
U8110,19,Male,Rivers,Rivers,2023-05-28 14:11:18,Olu-8111,Makeup Artist,22,Advance,No,Cash,Available,Medium,2.680535217,3.180659028,Yes,Olumide Ogunleye,Ogu/Bolo,Ogu/Bolo,,Male
U8111,44,Male,Nasarawa,Nasarawa,2023-05-28 14:37:30,Yus-8112,Event Planner,60,On-Demand,No,Card,Available,Medium,2.705971924,3.539019535,Yes,Yusuf Ibrahim,Nasarawa,Nasarawa,,Male
U8112,54,Male,Kogi,Kogi,2023-05-28 15:03:43,Olu-8113,Electrician,35,On-Demand,No,Online Payment,Available,Low,1.504932479,3.05000848,No,Oluwatobi Ojo,Ofu,Ofu,,Male
U8113,49,Male,Imo,Imo,2023-05-28 15:29:56,Olu-8114,Tiler,34,Advance,No,Card,Available,Low,1.806589176,1.879515307,Yes,Oluwaseun Ojo,Oru West,Oru West,,Male
U8114,41,Male,Imo,Imo,2023-05-28 15:56:08,Uch-8115,Dressmaker,50,Advance,No,Online Payment,Available,High,4.870984743,1.650642593,Yes,Uchechi Eze,Ideato North,Ideato North,,Female
U8115,41,Female,Yobe,Yobe,2023-05-28 16:22:21,Olu-8116,Plumber,67,On-Demand,Yes,Card,Available,High,3.692311152,4.425456558,No,Oluwatoyin Adebiyi,Karasuwa,Karasuwa,,Female
U8116,59,Male,Plateau,Plateau,2023-05-28 16:48:33,Ife-8117,Furniture Maker,57,Advance,Yes,Cash,Available,Medium,1.97858196,1.34411182,No,Ifeoma Eze,Mikang,Mikang,,Female
U8117,53,Male,Kebbi,Kebbi,2023-05-28 17:14:46,Uma-8118,Tailor,58,On-Demand,No,Card,Available,Low,2.666862773,1.234769822,No,Umar Muhammad,Bagudo,Bagudo,,Male
U8118,64,Female,Bayelsa,Bayelsa,2023-05-28 17:40:58,Olu-8119,Tiler,48,On-Demand,No,Online Payment,Available,High,1.357852234,1.870618218,No,Oluwatoyin Adebiyi,Sagbama,Sagbama,,Female
U8119,67,Male,Kwara,Kwara,2023-05-28 18:07:11,Chi-8120,Plumber,26,On-Demand,No,Card,Available,Low,2.692843415,3.411318944,No,Chizoba Okeke,Oyun,Oyun,,Female
U8120,24,Female,Ekiti,Ekiti,2023-05-28 18:33:24,Ali-8121,Interior Decorator,53,Advance,No,Online Payment,Available,Medium,2.488513379,4.261799823,No,Aliyu Yusuf,Ekiti-East,Ekiti-East,,Male
U8121,67,Female,Kano,Kano,2023-05-28 18:59:36,Olu-8122,Furniture Maker,45,Advance,Yes,Online Payment,Available,High,1.622429048,2.976822434,No,Olufemi Ogunleye,Gaya,Gaya,,Male
U8122,41,Male,Cross River,Cross River,2023-05-28 19:25:49,Uch-8123,Plumber,54,On-Demand,Yes,Cash,Available,High,3.789495046,4.016510965,No,Uchechi Okafor,Obanliku,Obanliku,,Female
U8123,58,Male,Bayelsa,Bayelsa,2023-05-28 19:52:01,Hau-8124,Photographer,51,On-Demand,Yes,Card,Available,Medium,3.433949558,3.449102677,No,Hauwa Abubakar,Sagbama,Sagbama,,Female
U8124,61,Female,Kebbi,Kebbi,2023-05-28 20:18:14,Abu-8125,Caterer,53,On-Demand,No,Online Payment,Available,High,2.990442987,2.027983817,Yes,Abubakar Hassan,Augie,Augie,,Male
U8125,63,Female,Delta,Delta,2023-05-28 20:44:26,Abu-8126,Welder,62,Advance,Yes,Cash,Available,Medium,1.646908126,1.298987401,Yes,Abubakar Ali,Warri North,Warri North,,Male
U8126,51,Female,Imo,Imo,2023-05-28 21:10:39,Ais-8127,Event Planner,69,Advance,No,Cash,Available,High,4.07995029,3.69262492,Yes,Aisha Muhammad,Owerri West,Owerri West,,Female
U8127,40,Male,Kogi,Kogi,2023-05-28 21:36:51,Uma-8128,Barber,22,On-Demand,Yes,Card,Available,Medium,3.860582008,2.313744005,Yes,Umar Hassan,Lokoja,Lokoja,,Male
U8128,38,Male,Plateau,Plateau,2023-05-28 22:03:04,Ais-8129,Barber,29,On-Demand,No,Cash,Available,Medium,1.072376678,4.076377155,No,Aisha Umar,Bokkos,Bokkos,,Female
U8129,64,Female,Jigawa,Jigawa,2023-05-28 22:29:17,Uma-8130,Furniture Maker,49,Advance,No,Cash,Available,High,2.52926376,2.241605313,Yes,Umar Hassan,Sule-Tankarkar,Sule-Tankarkar,,Male
U8130,25,Male,Sokoto,Sokoto,2023-05-28 22:55:29,Ife-8131,Painter,18,Advance,No,Cash,Available,Medium,1.0117502,4.833687965,No,Ifeoma Okafor,Wurno,Wurno,,Female
U8131,27,Female,Cross River,Cross River,2023-05-28 23:21:42,Hau-8132,Painter,69,On-Demand,No,Online Payment,Available,High,4.163660975,3.432585206,No,Hauwa Ibrahim,Obudu,Obudu,,Female
U8132,59,Male,Adamawa,Adamawa,2023-05-28 23:47:54,Olu-8133,Event Planner,69,On-Demand,No,Cash,Available,High,2.356681144,2.400831206,No,Oluwaseun Adegbola,Gireri,Gireri,,Male
U8133,54,Female,Imo,Imo,2023-05-29 0:14:07,Bab-8134,Event Planner,70,Advance,Yes,Online Payment,Available,Medium,1.884747139,2.03296999,No,Babatunde Ojo,Orsu,Orsu,,Male
U8134,32,Male,Delta,Delta,2023-05-29 0:40:19,Olu-8135,Makeup Artist,19,On-Demand,No,Online Payment,Available,Medium,3.279403022,1.526729872,No,Oluwatoyin Adegbola,Ika North-East,Ika North-East,,Female
U8135,31,Male,Katsina,Katsina,2023-05-29 1:06:32,Chi-8136,Furniture Maker,57,Advance,No,Cash,Available,Low,3.264021893,4.831416622,Yes,Chidinma Okafor,Dutsin-Ma,Dutsin-Ma,,Female
U8136,46,Male,Anambra,Anambra,2023-05-29 1:32:44,Olu-8137,Plumber,37,Advance,No,Cash,Available,Low,4.854257722,3.987750184,No,Olumide Adebiyi,Oyi,Oyi,,Male
U8137,31,Female,Ogun,Ogun,2023-05-29 1:58:57,Ais-8138,Interior Decorator,49,On-Demand,No,Online Payment,Available,Medium,3.525751932,4.155621966,No,Aisha Yusuf,Ifo,Ifo,,Female
U8138,55,Male,Ogun,Ogun,2023-05-29 2:25:10,Bab-8139,Tiler,42,Advance,Yes,Online Payment,Available,Low,4.169450979,3.319095664,No,Babatunde Ogunleye,Ijebu North East,Ijebu North East,,Male
U8139,69,Male,Ekiti,Ekiti,2023-05-29 2:51:22,Chu-8140,Hairdresser,33,On-Demand,Yes,Card,Available,Medium,2.883150861,3.525016214,No,Chukwudi Nwankwo,Gbonyin,Gbonyin,,Male
U8140,63,Female,Ondo,Ondo,2023-05-29 3:17:35,Ali-8141,Tiler,62,Advance,Yes,Online Payment,Available,Medium,1.88620083,1.417165456,No,Aliyu Ali,Ilaje,Ilaje,,Male
U8141,43,Female,Taraba,Taraba,2023-05-29 3:43:47,Chu-8142,Photographer,53,On-Demand,No,Card,Available,Medium,3.004174704,4.188295257,Yes,Chukwudi Okafor,Jalingo,Jalingo,,Male
U8142,39,Male,Osun,Osun,2023-05-29 4:10:00,Chi-8143,Welder,32,On-Demand,No,Card,Available,High,4.303848965,4.019806182,Yes,Chizoba Okafor,Obokun,Obokun,,Female
